19029,18146,21993,24868,23104,32944,21214,23157,25113,32717,34158,29061,33279,25226,19432,18919,21754,22137,13880,27103,25132,19679,30248,22787,26520,12718,23034,17610,24173,28914,231,13545,14936,30612,29827,30766,15359,17760,23376,15304,30956,22551,34008,17140,24000,24352,29115,17277
20514,8887,20770,19486,13196,16308,13031,13898,16930,17362,18803,13706,17924,20154,11249,9660,13571,20914,4621,22093,14203,10420,14893,13528,12597,2153,13775,8351,22950,19006,13545,302,9453,15537,14472,15411,6100,9577,15193,6045,13880,13292,18653,7881,18928,11089,12810,8018
11297,12646,11553,14428,3979,9791,6514,10518,10413,10845,12286,7189,11407,14786,4732,13419,7054,11697,8380,16663,6007,9241,8376,10342,6080,8626,10469,12110,13733,9789,14936,9453,118,9020,7955,8894,9859,3060,8676,5026,7363,13808,12136,11640,13560,1872,6293,2577
8069,18730,6499,4319,8565,9738,12598,15945,15840,9511,10952,3183,6779,4987,7230,19503,12845,4067,14464,6926,6352,15325,7042,15769,4746,14710,15896,18194,8679,3980,29817,15537,9020,370,1263,7560,15943,9144,11017,11110,7750,19235,9142,17724,3761,9896,5909,8661
8288,17665,6718,5212,7791,8673,11533,14880,14775,8446,9887,2118,6998,5880,6165,18438,11780,4960,13399,7819,5287,14260,5977,14704,3681,13645,14831,17129,8898,4199,29043,14472,7955,1263,144,6495,14878,8079,9952,10045,6685,18170,9361,16659,4654,9122,4844,7596
13824,15576,13436,11509,8730,2312,7887,8519,8414,1865,3526,5729,2427,12177,7104,12753,5419,11257,14338,14116,6226,15199,2110,8343,4620,14584,8470,15040,15616,10496,29982,15411,8894,7560,6495,71,15817,8483,3591,10984,2818,11809,3376,17598,10951,10061,4209,8535
20920,3287,21176,19892,13602,15107,13437,8298,11346,17768,14094,14112,18330,20560,11655,4060,12734,21320,1991,22499,14609,4886,15299,7928,13003,5273,8175,2751,23356,19412,15359,6100,9859,15943,14878,15817,148,9983,13992,6451,14286,7692,19059,2347,19334,11495,13216,8424
14121,12770,14377,13093,6803,7443,4166,8170,8065,10098,11539,7313,10660,13761,4856,12404,4706,14521,8504,15700,7810,9365,8500,7994,6204,8750,8121,12234,16557,12613,17760,9577,3060,9144,8079,8483,9983,81,6328,5150,7487,11460,11389,11764,12535,4696,6417,2701
17281,13421,16893,14966,12187,2551,5732,6364,6259,5206,6647,9186,5768,15634,10472,10598,3264,14714,14120,17573,9683,13913,5567,6188,8077,14366,6315,12885,19073,13953,23376,15193,8676,11017,9952,3591,13992,6328,82,10766,6275,9654,6497,15839,14408,10312,7666,8317
16087,9238,16343,15059,8769,11881,8604,12608,12503,12935,14376,9279,13497,15727,6822,10011,9144,16487,4972,17666,9776,4526,10466,12432,8170,5218,12559,8702,18523,14579,15304,6045,5026,11110,10045,10984,6451,5150,10766,154,9453,13643,14226,2943,14501,6662,8383,3591
14014,17073,13626,11699,8920,4996,10571,11203,11098,4769,6210,5919,5331,12367,5573,15437,8103,11447,12807,14306,6416,13668,2300,11027,4810,13053,11154,16537,15806,10686,30172,13880,7363,7750,6685,2818,14286,7487,6275,9453,71,14493,6060,16067,11141,8999,2586,7004
42524,9339,43923,39606,36131,12916,13011,3960,5639,15571,11554,19551,16133,40081,17751,6516,10543,39633,11401,41344,20048,9831,15932,3590,18442,14683,3837,8803,44157,42552,24769,15510,15955,21382,20317,13956,9910,13607,11801,15861,16640,136,16862,11757,37373,17591,18031,15596
16167,18482,14597,7817,11972,4206,10793,11425,11320,4991,2946,8971,5553,13759,10346,15659,8325,12839,17580,16782,9468,18974,5352,11249,7862,17826,11376,17946,16777,12078,33224,18653,12136,9142,9361,3376,19059,11389,6497,14226,6060,14715,135,20840,12811,13303,7451,11777
18719,5134,18975,17691,11401,16954,11236,10145,13193,15567,15941,11911,16129,18359,9454,5907,14581,19119,3772,20298,12408,3265,13098,9775,10802,7054,10022,4598,21155,17211,17140,7881,7658,13742,12677,13616,2347,7782,15839,2943,12085,9539,16858,363,17133,9294,11015,6223
8782,22153,7212,3527,10674,13161,16021,19368,33324,12934,15455,6606,10202,4002,10653,22926,16268,3554,17887,5265,9854,18748,10465,19192,8169,18133,19319,21617,7589,6473,31926,18960,13605,3793,4686,10983,19366,12567,14440,14533,11173,37927,12779,21147,8,12005,9332,12084
9697,14282,9953,12828,2379,11427,8150,12154,12049,11992,13433,8336,12554,13186,6368,15055,8690,10097,10016,15063,4407,10877,9523,11978,5795,10262,12105,13746,12133,8189,23497,11089,1872,9887,9102,10041,11495,4696,10312,6662,8999,15444,13283,13276,11960,136,7929,4213
12173,16003,11785,9858,7079,6387,9871,12594,12489,6160,7601,4078,6722,10526,4503,16776,9494,9606,11737,12465,4575,12598,4242,12418,2969,11983,12545,15467,13965,8845,28331,12810,6293,5909,4844,4209,13216,6417,7666,8383,2586,15884,7451,14997,9300,7929,215,5934
13638,11211,13894,12610,6320,9432,6155,10159,10054,10486,11927,6830,11048,13278,4373,11984,6695,14038,6945,15217,7327,7806,8017,9983,5721,7191,10110,10675,16074,12130,17277,8018,2577,8661,7596,8535,8424,2701,8317,3591,7004,13449,11777,10205,12052,4213,5934,293
